Step,Value
0,0.6602904796600342
9,0.7702975273132324
14,0.42569980025291443
16,0.6079057455062866
17,0.5880868434906006
22,0.6041337251663208
25,0.48994261026382446
34,0.47473710775375366
40,0.5489081144332886
47,0.4209061861038208
73,0.4102604389190674
82,0.4133679270744324
89,0.461349755525589
91,0.4741014838218689
93,0.565028727054596
99,0.38655227422714233
103,0.4445737302303314
122,0.3974771499633789
146,0.4670717716217041
160,0.39673909544944763
173,0.3731398582458496
194,0.40970712900161743
204,0.41846197843551636
208,0.333371639251709
231,0.36730659008026123
265,0.2910580635070801
295,0.30518969893455505
296,0.23457220196723938
297,0.2727762460708618
308,0.32726240158081055
310,0.31830286979675293
316,0.3426736295223236
325,0.25338220596313477
336,0.3497163951396942
338,0.254754900932312
340,0.2934398055076599
369,0.4293818473815918
387,0.35796651244163513
389,0.3633888363838196
402,0.26852279901504517
406,0.2701156735420227
412,0.28066977858543396
416,0.2695173919200897
418,0.2727705240249634
426,0.32871192693710327
444,0.27723002433776855
450,0.3375944495201111
451,0.2112879455089569
463,0.27003443241119385
476,0.2095361053943634
477,0.3926413953304291
489,0.3173060417175293
491,0.30447983741760254
492,0.3347865343093872
502,0.19943678379058838
514,0.26706868410110474
515,0.4059867858886719
526,0.25891566276550293
549,0.4026145935058594
559,0.2725633680820465
567,0.3524678349494934
569,0.356754869222641
579,0.2208733856678009
580,0.3291769027709961
582,0.225322887301445
583,0.21320943534374237
587,0.2877011299133301
589,0.3330667018890381
599,0.27570414543151855
600,0.2802179157733917
612,0.2629113793373108
630,0.2870427370071411
631,0.22701117396354675
649,0.2934087812900543
656,0.17965202033519745
672,0.26800864934921265
675,0.22759400308132172
703,0.20866744220256805
704,0.24567636847496033
713,0.42316633462905884
716,0.26716849207878113
726,0.17100179195404053
745,0.21090328693389893
767,0.29503047466278076
779,0.28408515453338623
786,0.18003670871257782
802,0.25330835580825806
807,0.2352992743253708
819,0.17633365094661713
830,0.2546214461326599
835,0.31296277046203613
847,0.2883429527282715
856,0.21106402575969696
857,0.2846851348876953
858,0.2596777379512787
864,0.26145505905151367
874,0.2926836609840393
881,0.3052899241447449
882,0.27075430750846863
885,0.23912446200847626
894,0.34052062034606934
897,0.2662516236305237
901,0.29922789335250854
903,0.21736495196819305
904,0.19259409606456757
922,0.234161376953125
932,0.2816336750984192
934,0.2602720260620117
939,0.2925599217414856
946,0.22136138379573822
948,0.3086709976196289
953,0.24824382364749908
958,0.2561001479625702
972,0.20848344266414642
978,0.17893347144126892
979,0.30663880705833435
988,0.2127106636762619
999,0.39470037817955017
1030,0.3555411696434021
1034,0.21455180644989014
1048,0.2376643866300583
1054,0.2679674029350281
1057,0.19774383306503296
1060,0.3691917359828949
1063,0.2502305507659912
1073,0.2303248941898346
1081,0.23328861594200134
1088,0.27220386266708374
1096,0.22232270240783691
1101,0.2561684250831604
1103,0.2692091464996338
1110,0.27754607796669006
1126,0.21536116302013397
1148,0.2737475633621216
1149,0.26547157764434814
1178,0.18173520267009735
1186,0.24208876490592957
1196,0.2295636534690857
1208,0.2976813018321991
1214,0.1581782102584839
1219,0.23261308670043945
1223,0.14646708965301514
1232,0.3092004060745239
1234,0.3071582615375519
1253,0.18253985047340393
1263,0.24627840518951416
1277,0.22350293397903442
1278,0.32823774218559265
1322,0.27456802129745483
1343,0.1894635260105133
1345,0.32956939935684204
1400,0.4504488408565521
1402,0.19475752115249634
1405,0.15873843431472778
1409,0.2432560920715332
1411,0.1814538538455963
1418,0.2314220666885376
1423,0.21441876888275146
1433,0.20923638343811035
1450,0.15075117349624634
1452,0.21452222764492035
1474,0.2653470039367676
1506,0.22423896193504333
1507,0.23334479331970215
1513,0.23607057332992554
1517,0.16750475764274597
1518,0.20873543620109558
1519,0.19209769368171692
